ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-02-07-34.seg31.5	ParlaMint-IS_2022-02-07-34.u22	s	English	Positive	mixed positive	4.068	1	18	20	0	
ParlaMint-IS_2022-02-07-34.seg31.6	ParlaMint-IS_2022-02-07-34.u22	s	English	Neutral	neutral negative	2.475	1	25	27	0	
ParlaMint-IS_2022-02-07-34.seg31.7	ParlaMint-IS_2022-02-07-34.u22	s	English	Neutral	neutral positive	2.671	1	11	14	0	
ParlaMint-IS_2022-02-07-34.seg32.1	ParlaMint-IS_2022-02-07-34.u22	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg32.2	ParlaMint-IS_2022-02-07-34.u22	s	English	Neutral	neutral positive	3.045	1	41	48	0	
ParlaMint-IS_2022-02-07-34.seg32.3	ParlaMint-IS_2022-02-07-34.u22	s	English	Neutral	neutral negative	2.166	1	50	56	0	
ParlaMint-IS_2022-02-07-34.seg32.4	ParlaMint-IS_2022-02-07-34.u22	s	English	Neutral	neutral negative	1.997	1	21	25	0	
ParlaMint-IS_2022-02-07-34.u23	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	14	316	349	1	
ParlaMint-IS_2022-02-07-34.seg33.1	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg33.2	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	positive	4.602	1	6	8	0	
ParlaMint-IS_2022-02-07-34.seg33.3	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	mixed positive	4.210	1	29	33	0	
ParlaMint-IS_2022-02-07-34.seg33.4	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	positive	4.793	1	28	29	0	
ParlaMint-IS_2022-02-07-34.seg33.5	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	mixed positive	4.356	1	18	19	0	
ParlaMint-IS_2022-02-07-34.seg33.6	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	mixed positive	3.970	1	24	25	0	
ParlaMint-IS_2022-02-07-34.seg33.7	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	mixed positive	4.103	1	34	37	1	
ParlaMint-IS_2022-02-07-34.seg34.1	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	mixed positive	4.202	1	12	14	0	
ParlaMint-IS_2022-02-07-34.seg34.2	ParlaMint-IS_2022-02-07-34.u23	s	English	Neutral	neutral negative	1.845	1	17	21	0	
ParlaMint-IS_2022-02-07-34.seg34.3	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	mixed positive	3.655	1	35	40	0	
ParlaMint-IS_2022-02-07-34.seg34.4	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	positive	5.156	1	26	29	0	
ParlaMint-IS_2022-02-07-34.seg34.5	ParlaMint-IS_2022-02-07-34.u23	s	English	Neutral	neutral positive	3.037	1	16	18	0	
ParlaMint-IS_2022-02-07-34.seg34.6	ParlaMint-IS_2022-02-07-34.u23	s	English	Positive	positive	4.732	1	27	29	0	
ParlaMint-IS_2022-02-07-34.seg34.7	ParlaMint-IS_2022-02-07-34.u23	s	English	Neutral	neutral negative	2.383	1	41	43	0	
ParlaMint-IS_2022-02-07-34.u24	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	7	184	202	1	
ParlaMint-IS_2022-02-07-34.seg35.1	ParlaMint-IS_2022-02-07-34.u24	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg35.2	ParlaMint-IS_2022-02-07-34.u24	s	English	Positive	positive	4.686	1	8	10	0	
ParlaMint-IS_2022-02-07-34.seg35.3	ParlaMint-IS_2022-02-07-34.u24	s	English	Positive	mixed positive	4.496	1	39	43	0	
ParlaMint-IS_2022-02-07-34.seg35.4	ParlaMint-IS_2022-02-07-34.u24	s	English	Neutral	neutral positive	2.525	1	22	26	0	
ParlaMint-IS_2022-02-07-34.seg35.5	ParlaMint-IS_2022-02-07-34.u24	s	English	Neutral	neutral negative	1.654	1	41	44	0	
ParlaMint-IS_2022-02-07-34.seg35.6	ParlaMint-IS_2022-02-07-34.u24	s	English	Negative	mixed negative	1.429	1	25	27	1	
ParlaMint-IS_2022-02-07-34.seg35.7	ParlaMint-IS_2022-02-07-34.u24	s	English	Negative	negative	0.178	1	46	48	0	
ParlaMint-IS_2022-02-07-34.u25	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	9	208	229	3	
ParlaMint-IS_2022-02-07-34.seg36.1	ParlaMint-IS_2022-02-07-34.u25	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg36.2	ParlaMint-IS_2022-02-07-34.u25	s	English	Positive	positive	4.684	1	21	24	0	
ParlaMint-IS_2022-02-07-34.seg36.3	ParlaMint-IS_2022-02-07-34.u25	s	English	Positive	mixed positive	4.428	1	12	13	0	
ParlaMint-IS_2022-02-07-34.seg36.4	ParlaMint-IS_2022-02-07-34.u25	s	English	Positive	mixed positive	3.809	1	14	15	0	
ParlaMint-IS_2022-02-07-34.seg36.5	ParlaMint-IS_2022-02-07-34.u25	s	English	Positive	mixed positive	4.166	1	31	34	2	
ParlaMint-IS_2022-02-07-34.seg36.6	ParlaMint-IS_2022-02-07-34.u25	s	English	Neutral	neutral positive	3.219	1	23	24	0	
ParlaMint-IS_2022-02-07-34.seg36.7	ParlaMint-IS_2022-02-07-34.u25	s	English	Neutral	neutral positive	3.221	1	18	21	0	
ParlaMint-IS_2022-02-07-34.seg36.8	ParlaMint-IS_2022-02-07-34.u25	s	English	Neutral	neutral negative	2.222	1	20	22	0	
ParlaMint-IS_2022-02-07-34.seg36.9	ParlaMint-IS_2022-02-07-34.u25	s	English	Positive	mixed positive	4.421	1	66	72	1	
ParlaMint-IS_2022-02-07-34.u26	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	11	334	368	8	
ParlaMint-IS_2022-02-07-34.seg37.1	ParlaMint-IS_2022-02-07-34.u26	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-02-07-34.seg37.2	ParlaMint-IS_2022-02-07-34.u26	s	English	Negative	mixed negative	0.512	1	19	21	0	
ParlaMint-IS_2022-02-07-34.seg37.3	ParlaMint-IS_2022-02-07-34.u26	s	English	Positive	mixed positive	4.383	1	26	28	0	
ParlaMint-IS_2022-02-07-34.seg37.4	ParlaMint-IS_2022-02-07-34.u26	s	English	Neutral	neutral positive	2.773	1	12	13	1	
ParlaMint-IS_2022-02-07-34.seg37.5	ParlaMint-IS_2022-02-07-34.u26	s	English	Positive	mixed positive	4.471	1	47	54	2	
ParlaMint-IS_2022-02-07-34.seg37.6	ParlaMint-IS_2022-02-07-34.u26	s	English	Negative	negative	0.470	1	46	49	2	
ParlaMint-IS_2022-02-07-34.seg38.1	ParlaMint-IS_2022-02-07-34.u26	s	English	Neutral	neutral negative	2.215	1	26	31	0	
ParlaMint-IS_2022-02-07-34.seg38.2	ParlaMint-IS_2022-02-07-34.u26	s	English	Negative	mixed negative	1.414	1	51	54	0	
ParlaMint-IS_2022-02-07-34.seg38.3	ParlaMint-IS_2022-02-07-34.u26	s	English	Neutral	neutral positive	2.888	1	11	12	0	
ParlaMint-IS_2022-02-07-34.seg38.4	ParlaMint-IS_2022-02-07-34.u26	s	English	Negative	mixed negative	1.404	1	38	42	1	
ParlaMint-IS_2022-02-07-34.seg38.5	ParlaMint-IS_2022-02-07-34.u26	s	English	Negative	mixed negative	1.227	1	56	61	2	
ParlaMint-IS_2022-02-07-34.u27	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	13	327	374	6	
ParlaMint-IS_2022-02-07-34.seg39.1	ParlaMint-IS_2022-02-07-34.u27	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg39.2	ParlaMint-IS_2022-02-07-34.u27	s	English	Positive	mixed positive	4.479	1	9	11	0	
ParlaMint-IS_2022-02-07-34.seg39.3	ParlaMint-IS_2022-02-07-34.u27	s	English	Negative	negative	0.283	1	32	35	2	
ParlaMint-IS_2022-02-07-34.seg39.4	ParlaMint-IS_2022-02-07-34.u27	s	English	Neutral	neutral positive	3.305	1	25	28	0	
ParlaMint-IS_2022-02-07-34.seg39.5	ParlaMint-IS_2022-02-07-34.u27	s	English	Neutral	neutral positive	2.759	1	15	17	0	
ParlaMint-IS_2022-02-07-34.seg39.6	ParlaMint-IS_2022-02-07-34.u27	s	English	Neutral	neutral negative	1.591	1	16	19	0	
ParlaMint-IS_2022-02-07-34.seg39.7	ParlaMint-IS_2022-02-07-34.u27	s	English	Positive	mixed positive	3.693	1	25	29	0	
ParlaMint-IS_2022-02-07-34.seg39.8	ParlaMint-IS_2022-02-07-34.u27	s	English	Positive	positive	5.024	1	54	60	0	
ParlaMint-IS_2022-02-07-34.seg40.1	ParlaMint-IS_2022-02-07-34.u27	s	English	Neutral	neutral positive	3.031	1	13	16	0	
ParlaMint-IS_2022-02-07-34.seg40.2	ParlaMint-IS_2022-02-07-34.u27	s	English	Neutral	neutral positive	3.493	1	57	62	0	
ParlaMint-IS_2022-02-07-34.seg40.3	ParlaMint-IS_2022-02-07-34.u27	s	English	Neutral	neutral positive	2.624	1	14	19	0	
ParlaMint-IS_2022-02-07-34.seg40.4	ParlaMint-IS_2022-02-07-34.u27	s	English	Neutral	neutral positive	2.818	1	26	34	2	
ParlaMint-IS_2022-02-07-34.seg40.5	ParlaMint-IS_2022-02-07-34.u27	s	English	Neutral	neutral positive	2.873	1	38	40	2	
ParlaMint-IS_2022-02-07-34.u28	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	7	189	216	2	
ParlaMint-IS_2022-02-07-34.seg41.1	ParlaMint-IS_2022-02-07-34.u28	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-02-07-34.seg41.2	ParlaMint-IS_2022-02-07-34.u28	s	English	Positive	mixed positive	4.456	1	35	40	0	
ParlaMint-IS_2022-02-07-34.seg41.3	ParlaMint-IS_2022-02-07-34.u28	s	English	Positive	mixed positive	3.740	1	9	10	0	
ParlaMint-IS_2022-02-07-34.seg41.4	ParlaMint-IS_2022-02-07-34.u28	s	English	Neutral	neutral negative	2.478	1	33	40	1	
ParlaMint-IS_2022-02-07-34.seg41.5	ParlaMint-IS_2022-02-07-34.u28	s	English	Positive	mixed positive	4.421	1	50	56	1	
ParlaMint-IS_2022-02-07-34.seg41.6	ParlaMint-IS_2022-02-07-34.u28	s	English	Negative	mixed negative	0.593	1	44	49	0	
ParlaMint-IS_2022-02-07-34.seg41.7	ParlaMint-IS_2022-02-07-34.u28	s	English	Negative	mixed negative	0.791	1	16	18	0	
ParlaMint-IS_2022-02-07-34.u29	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	5	186	207	1	
ParlaMint-IS_2022-02-07-34.seg42.1	ParlaMint-IS_2022-02-07-34.u29	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg42.2	ParlaMint-IS_2022-02-07-34.u29	s	English	Positive	positive	5.265	1	54	60	1	
ParlaMint-IS_2022-02-07-34.seg42.3	ParlaMint-IS_2022-02-07-34.u29	s	English	Positive	mixed positive	4.330	1	20	22	0	
ParlaMint-IS_2022-02-07-34.seg42.4	ParlaMint-IS_2022-02-07-34.u29	s	English	Positive	mixed positive	3.773	1	34	38	0	
ParlaMint-IS_2022-02-07-34.seg42.5	ParlaMint-IS_2022-02-07-34.u29	s	English	Positive	mixed positive	4.053	1	75	83	0	
ParlaMint-IS_2022-02-07-34.u30	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	52	1035	1168	3	
ParlaMint-IS_2022-02-07-34.seg43.1	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg43.2	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	positive	4.852	1	51	57	1	
ParlaMint-IS_2022-02-07-34.seg43.3	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral positive	3.411	1	17	19	0	
ParlaMint-IS_2022-02-07-34.seg43.4	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	4.228	1	12	14	0	
ParlaMint-IS_2022-02-07-34.seg43.5	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	4.322	1	32	34	0	
ParlaMint-IS_2022-02-07-34.seg43.6	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral negative	2.345	1	14	16	0	
ParlaMint-IS_2022-02-07-34.seg44.1	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	mixed negative	0.531	1	44	46	0	
ParlaMint-IS_2022-02-07-34.seg44.2	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	3.507	1	5	6	0	
ParlaMint-IS_2022-02-07-34.seg44.3	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	mixed negative	1.483	1	15	16	0	
ParlaMint-IS_2022-02-07-34.seg44.4	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	3.725	1	37	44	0	
ParlaMint-IS_2022-02-07-34.seg44.5	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	positive	5.023	1	39	42	0	
ParlaMint-IS_2022-02-07-34.seg44.6	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral positive	2.847	1	16	17	0	
ParlaMint-IS_2022-02-07-34.seg45.1	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	mixed negative	0.715	1	44	47	1	
ParlaMint-IS_2022-02-07-34.seg45.2	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral negative	1.682	1	25	26	0	
ParlaMint-IS_2022-02-07-34.seg45.3	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	3.732	1	28	31	0	
ParlaMint-IS_2022-02-07-34.seg45.4	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral positive	3.003	1	8	9	0	
ParlaMint-IS_2022-02-07-34.seg45.5	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	negative	0.310	1	13	16	0	
ParlaMint-IS_2022-02-07-34.seg45.6	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	4.015	1	14	18	0	
ParlaMint-IS_2022-02-07-34.seg45.7	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	mixed negative	1.131	1	4	5	0	
ParlaMint-IS_2022-02-07-34.seg45.8	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	3.868	1	18	22	0	
ParlaMint-IS_2022-02-07-34.seg45.9	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	negative	0.418	1	18	20	0	
ParlaMint-IS_2022-02-07-34.seg45.10	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral negative	1.705	1	22	43	0	
ParlaMint-IS_2022-02-07-34.seg45.11	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	4.016	1	37	40	0	
ParlaMint-IS_2022-02-07-34.seg45.12	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral negative	1.681	1	9	11	0	
ParlaMint-IS_2022-02-07-34.seg45.13	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	positive	4.915	1	19	20	0	
ParlaMint-IS_2022-02-07-34.seg46.1	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	mixed negative	1.104	1	14	17	0	
ParlaMint-IS_2022-02-07-34.seg46.2	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	positive	5.226	1	26	31	0	
ParlaMint-IS_2022-02-07-34.seg46.3	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	3.697	1	23	24	0	
ParlaMint-IS_2022-02-07-34.seg46.4	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	4.235	1	12	15	0	
ParlaMint-IS_2022-02-07-34.seg46.5	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	negative	0.454	1	15	17	0	
ParlaMint-IS_2022-02-07-34.seg46.6	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral negative	2.256	1	14	16	0	
ParlaMint-IS_2022-02-07-34.seg46.7	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	negative	0.271	1	18	19	0	
ParlaMint-IS_2022-02-07-34.seg47.1	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	3.531	1	30	32	0	
ParlaMint-IS_2022-02-07-34.seg47.2	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral positive	2.748	1	29	32	0	
ParlaMint-IS_2022-02-07-34.seg47.3	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	3.761	1	8	9	0	
ParlaMint-IS_2022-02-07-34.seg47.4	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	mixed negative	0.714	1	31	33	0	
ParlaMint-IS_2022-02-07-34.seg47.5	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral positive	3.125	1	14	16	1	
ParlaMint-IS_2022-02-07-34.seg47.6	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral negative	1.638	1	24	28	0	
ParlaMint-IS_2022-02-07-34.seg47.7	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral negative	2.452	1	8	10	0	
ParlaMint-IS_2022-02-07-34.seg47.8	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	3.514	1	27	30	0	
ParlaMint-IS_2022-02-07-34.seg48.1	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral positive	3.037	1	9	10	0	
ParlaMint-IS_2022-02-07-34.seg48.2	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	mixed positive	3.703	1	13	14	0	
ParlaMint-IS_2022-02-07-34.seg48.3	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral negative	1.710	1	31	33	0	
ParlaMint-IS_2022-02-07-34.seg48.4	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral positive	2.787	1	7	8	0	
ParlaMint-IS_2022-02-07-34.seg48.5	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	mixed negative	0.885	1	33	36	0	
ParlaMint-IS_2022-02-07-34.seg48.6	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	positive	4.728	1	14	16	0	
ParlaMint-IS_2022-02-07-34.seg49.1	ParlaMint-IS_2022-02-07-34.u30	s	English	Neutral	neutral positive	2.631	1	15	16	0	
ParlaMint-IS_2022-02-07-34.seg49.2	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	positive	4.745	1	4	6	0	
ParlaMint-IS_2022-02-07-34.seg49.3	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	positive	4.735	1	5	6	0	
ParlaMint-IS_2022-02-07-34.seg49.4	ParlaMint-IS_2022-02-07-34.u30	s	English	Positive	positive	4.916	1	22	23	0	
ParlaMint-IS_2022-02-07-34.seg49.5	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	negative	0.493	1	22	23	0	
ParlaMint-IS_2022-02-07-34.seg49.6	ParlaMint-IS_2022-02-07-34.u30	s	English	Negative	mixed negative	0.974	1	23	25	0	
ParlaMint-IS_2022-02-07-34.u31	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	14	363	436	2	
ParlaMint-IS_2022-02-07-34.seg50.1	ParlaMint-IS_2022-02-07-34.u31	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-02-07-34.seg50.2	ParlaMint-IS_2022-02-07-34.u31	s	English	Negative	mixed negative	0.834	1	30	34	0	
ParlaMint-IS_2022-02-07-34.seg50.3	ParlaMint-IS_2022-02-07-34.u31	s	English	Negative	mixed negative	1.464	1	18	21	0	
ParlaMint-IS_2022-02-07-34.seg50.4	ParlaMint-IS_2022-02-07-34.u31	s	English	Neutral	neutral negative	2.440	1	16	19	0	
ParlaMint-IS_2022-02-07-34.seg50.5	ParlaMint-IS_2022-02-07-34.u31	s	English	Neutral	neutral negative	2.266	1	17	18	0	
ParlaMint-IS_2022-02-07-34.seg50.6	ParlaMint-IS_2022-02-07-34.u31	s	English	Negative	mixed negative	0.746	1	66	104	0	
ParlaMint-IS_2022-02-07-34.seg50.7	ParlaMint-IS_2022-02-07-34.u31	s	English	Negative	negative	0.491	1	23	24	0	
ParlaMint-IS_2022-02-07-34.seg50.8	ParlaMint-IS_2022-02-07-34.u31	s	English	Negative	mixed negative	0.728	1	20	21	0	
ParlaMint-IS_2022-02-07-34.seg51.1	ParlaMint-IS_2022-02-07-34.u31	s	English	Neutral	neutral positive	2.630	1	26	31	2	
ParlaMint-IS_2022-02-07-34.seg51.2	ParlaMint-IS_2022-02-07-34.u31	s	English	Negative	negative	0.128	1	30	33	0	
ParlaMint-IS_2022-02-07-34.seg51.3	ParlaMint-IS_2022-02-07-34.u31	s	English	Negative	mixed negative	0.741	1	34	37	0	
ParlaMint-IS_2022-02-07-34.seg51.4	ParlaMint-IS_2022-02-07-34.u31	s	English	Negative	negative	0.126	1	25	27	0	
ParlaMint-IS_2022-02-07-34.seg51.5	ParlaMint-IS_2022-02-07-34.u31	s	English	Negative	mixed negative	0.540	1	15	16	0	
ParlaMint-IS_2022-02-07-34.seg51.6	ParlaMint-IS_2022-02-07-34.u31	s	English	Neutral	neutral negative	1.566	1	41	48	0	
ParlaMint-IS_2022-02-07-34.u32	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	16	350	399	0	
ParlaMint-IS_2022-02-07-34.seg52.1	ParlaMint-IS_2022-02-07-34.u32	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg52.2	ParlaMint-IS_2022-02-07-34.u32	s	English	Neutral	neutral positive	3.441	1	22	23	0	
ParlaMint-IS_2022-02-07-34.seg52.3	ParlaMint-IS_2022-02-07-34.u32	s	English	Neutral	neutral negative	1.599	1	9	10	0	
ParlaMint-IS_2022-02-07-34.seg52.4	ParlaMint-IS_2022-02-07-34.u32	s	English	Positive	positive	4.646	1	58	69	0	
ParlaMint-IS_2022-02-07-34.seg52.5	ParlaMint-IS_2022-02-07-34.u32	s	English	Positive	mixed positive	4.411	1	12	14	0	
ParlaMint-IS_2022-02-07-34.seg52.6	ParlaMint-IS_2022-02-07-34.u32	s	English	Positive	positive	5.227	1	25	30	0	
ParlaMint-IS_2022-02-07-34.seg52.7	ParlaMint-IS_2022-02-07-34.u32	s	English	Positive	mixed positive	3.558	1	36	41	0	
ParlaMint-IS_2022-02-07-34.seg52.8	ParlaMint-IS_2022-02-07-34.u32	s	English	Neutral	neutral negative	2.314	1	22	26	0	
ParlaMint-IS_2022-02-07-34.seg52.9	ParlaMint-IS_2022-02-07-34.u32	s	English	Negative	negative	0.256	1	11	13	0	
ParlaMint-IS_2022-02-07-34.seg52.10	ParlaMint-IS_2022-02-07-34.u32	s	English	Negative	mixed negative	1.356	1	24	30	0	
ParlaMint-IS_2022-02-07-34.seg52.11	ParlaMint-IS_2022-02-07-34.u32	s	English	Negative	negative	0.403	1	15	17	0	
ParlaMint-IS_2022-02-07-34.seg52.12	ParlaMint-IS_2022-02-07-34.u32	s	English	Neutral	neutral positive	3.427	1	32	34	0	
ParlaMint-IS_2022-02-07-34.seg52.13	ParlaMint-IS_2022-02-07-34.u32	s	English	Neutral	neutral positive	2.730	1	15	16	0	
ParlaMint-IS_2022-02-07-34.seg52.14	ParlaMint-IS_2022-02-07-34.u32	s	English	Positive	mixed positive	3.576	1	6	7	0	
ParlaMint-IS_2022-02-07-34.seg52.15	ParlaMint-IS_2022-02-07-34.u32	s	English	Positive	mixed positive	4.435	1	29	31	0	
ParlaMint-IS_2022-02-07-34.seg52.16	ParlaMint-IS_2022-02-07-34.u32	s	English	Neutral	neutral positive	2.662	1	31	34	0	
ParlaMint-IS_2022-02-07-34.u33	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	10	290	324	2	
ParlaMint-IS_2022-02-07-34.seg53.1	ParlaMint-IS_2022-02-07-34.u33	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-02-07-34.seg53.2	ParlaMint-IS_2022-02-07-34.u33	s	English	Negative	mixed negative	1.307	1	38	41	0	
ParlaMint-IS_2022-02-07-34.seg53.3	ParlaMint-IS_2022-02-07-34.u33	s	English	Negative	negative	0.352	1	57	62	0	
ParlaMint-IS_2022-02-07-34.seg54.1	ParlaMint-IS_2022-02-07-34.u33	s	English	Negative	negative	0.306	1	46	52	0	
ParlaMint-IS_2022-02-07-34.seg54.2	ParlaMint-IS_2022-02-07-34.u33	s	English	Negative	negative	0.276	1	14	16	0	
ParlaMint-IS_2022-02-07-34.seg54.3	ParlaMint-IS_2022-02-07-34.u33	s	English	Negative	mixed negative	1.148	1	19	20	0	
ParlaMint-IS_2022-02-07-34.seg54.4	ParlaMint-IS_2022-02-07-34.u33	s	English	Neutral	neutral positive	2.958	1	38	45	2	
ParlaMint-IS_2022-02-07-34.seg54.5	ParlaMint-IS_2022-02-07-34.u33	s	English	Neutral	neutral positive	2.945	1	13	16	0	
ParlaMint-IS_2022-02-07-34.seg54.6	ParlaMint-IS_2022-02-07-34.u33	s	English	Negative	mixed negative	1.286	1	8	9	0	
ParlaMint-IS_2022-02-07-34.seg54.7	ParlaMint-IS_2022-02-07-34.u33	s	English	Negative	negative	0.225	1	55	60	0	
ParlaMint-IS_2022-02-07-34.u34	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	23	351	394	2	
ParlaMint-IS_2022-02-07-34.seg55.1	ParlaMint-IS_2022-02-07-34.u34	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg55.2	ParlaMint-IS_2022-02-07-34.u34	s	English	Negative	negative	0.256	1	29	31	1	
ParlaMint-IS_2022-02-07-34.seg55.3	ParlaMint-IS_2022-02-07-34.u34	s	English	Neutral	neutral positive	3.451	1	15	16	0	
ParlaMint-IS_2022-02-07-34.seg55.4	ParlaMint-IS_2022-02-07-34.u34	s	English	Neutral	neutral negative	2.430	1	23	24	0	
ParlaMint-IS_2022-02-07-34.seg55.5	ParlaMint-IS_2022-02-07-34.u34	s	English	Neutral	neutral positive	3.261	1	11	12	0	
ParlaMint-IS_2022-02-07-34.seg55.6	ParlaMint-IS_2022-02-07-34.u34	s	English	Neutral	neutral positive	2.605	1	4	5	0	
ParlaMint-IS_2022-02-07-34.seg55.7	ParlaMint-IS_2022-02-07-34.u34	s	English	Negative	mixed negative	0.859	1	19	20	0	
ParlaMint-IS_2022-02-07-34.seg55.8	ParlaMint-IS_2022-02-07-34.u34	s	English	Negative	negative	0.295	1	13	16	0	
ParlaMint-IS_2022-02-07-34.seg56.1	ParlaMint-IS_2022-02-07-34.u34	s	English	Negative	mixed negative	0.915	1	11	12	1	
ParlaMint-IS_2022-02-07-34.seg56.2	ParlaMint-IS_2022-02-07-34.u34	s	English	Neutral	neutral negative	1.963	1	6	7	0	
ParlaMint-IS_2022-02-07-34.seg56.3	ParlaMint-IS_2022-02-07-34.u34	s	English	Positive	positive	5.484	1	5	6	0	
ParlaMint-IS_2022-02-07-34.seg56.4	ParlaMint-IS_2022-02-07-34.u34	s	English	Negative	mixed negative	0.708	1	40	44	0	
ParlaMint-IS_2022-02-07-34.seg56.5	ParlaMint-IS_2022-02-07-34.u34	s	English	Negative	negative	0.491	1	18	22	0	
ParlaMint-IS_2022-02-07-34.seg56.6	ParlaMint-IS_2022-02-07-34.u34	s	English	Positive	mixed positive	3.630	1	5	7	0	
