ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-04-29.seg32.4	ParlaMint-IS_2022-04-29.u21	s	English	Neutral	neutral positive	2.792	1	27	32	0	
ParlaMint-IS_2022-04-29.seg32.5	ParlaMint-IS_2022-04-29.u21	s	English	Negative	negative	0.314	1	16	18	0	
ParlaMint-IS_2022-04-29.seg32.6	ParlaMint-IS_2022-04-29.u21	s	English	Positive	mixed positive	3.598	1	20	24	0	
ParlaMint-IS_2022-04-29.seg32.7	ParlaMint-IS_2022-04-29.u21	s	English	Negative	negative	0.405	1	24	28	0	
ParlaMint-IS_2022-04-29.seg32.8	ParlaMint-IS_2022-04-29.u21	s	English	Positive	positive	4.913	1	6	8	0	
ParlaMint-IS_2022-04-29.seg32.9	ParlaMint-IS_2022-04-29.u21	s	English	Positive	positive	5.246	1	17	20	0	
ParlaMint-IS_2022-04-29.seg32.10	ParlaMint-IS_2022-04-29.u21	s	English	Positive	mixed positive	3.681	1	14	16	0	
ParlaMint-IS_2022-04-29.u22	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	2	8	10	0	
ParlaMint-IS_2022-04-29.seg33.1	ParlaMint-IS_2022-04-29.u22	s	English	Negative	negative	0.364	1	7	8	0	
ParlaMint-IS_2022-04-29.seg33.2	ParlaMint-IS_2022-04-29.u22	s	English	Negative	mixed negative	1.249	1	1	2	0	
ParlaMint-IS_2022-04-29.u23	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	20	273	316	8	
ParlaMint-IS_2022-04-29.seg34.1	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-04-29.seg34.2	ParlaMint-IS_2022-04-29.u23	s	English	Negative	negative	0.319	1	3	4	1	
ParlaMint-IS_2022-04-29.seg34.3	ParlaMint-IS_2022-04-29.u23	s	English	Negative	mixed negative	0.719	1	17	18	2	
ParlaMint-IS_2022-04-29.seg34.4	ParlaMint-IS_2022-04-29.u23	s	English	Negative	negative	0.131	1	8	9	1	
ParlaMint-IS_2022-04-29.seg35.1	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral positive	3.201	1	1	2	0	
ParlaMint-IS_2022-04-29.seg35.2	ParlaMint-IS_2022-04-29.u23	s	English	Negative	negative	0.003	1	14	15	0	
ParlaMint-IS_2022-04-29.seg35.3	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral positive	3.162	1	10	11	0	
ParlaMint-IS_2022-04-29.seg35.4	ParlaMint-IS_2022-04-29.u23	s	English	Negative	mixed negative	0.968	1	18	20	0	
ParlaMint-IS_2022-04-29.seg35.5	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral positive	3.402	1	9	11	0	
ParlaMint-IS_2022-04-29.seg35.6	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral positive	2.563	1	13	15	0	
ParlaMint-IS_2022-04-29.seg35.7	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral negative	2.076	1	36	41	0	
ParlaMint-IS_2022-04-29.seg35.8	ParlaMint-IS_2022-04-29.u23	s	English	Negative	negative	0.318	1	20	24	1	
ParlaMint-IS_2022-04-29.seg35.9	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral negative	2.218	1	16	19	0	
ParlaMint-IS_2022-04-29.seg35.10	ParlaMint-IS_2022-04-29.u23	s	English	Negative	negative	0.227	1	6	7	0	
ParlaMint-IS_2022-04-29.seg35.11	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral positive	3.301	1	6	7	0	
ParlaMint-IS_2022-04-29.seg36.1	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral positive	3.201	1	1	2	0	
ParlaMint-IS_2022-04-29.seg36.2	ParlaMint-IS_2022-04-29.u23	s	English	Negative	negative	0.140	1	29	35	0	
ParlaMint-IS_2022-04-29.seg36.3	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral negative	2.366	1	53	60	3	
ParlaMint-IS_2022-04-29.seg37.1	ParlaMint-IS_2022-04-29.u23	s	English	Neutral	neutral positive	3.201	1	1	2	0	
ParlaMint-IS_2022-04-29.seg37.2	ParlaMint-IS_2022-04-29.u23	s	English	Negative	mixed negative	1.290	1	10	11	0	
ParlaMint-IS_2022-04-29.u24	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	14	289	322	9	
ParlaMint-IS_2022-04-29.seg38.1	ParlaMint-IS_2022-04-29.u24	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg38.2	ParlaMint-IS_2022-04-29.u24	s	English	Positive	positive	4.694	1	16	18	1	
ParlaMint-IS_2022-04-29.seg38.3	ParlaMint-IS_2022-04-29.u24	s	English	Neutral	neutral negative	2.442	1	18	20	0	
ParlaMint-IS_2022-04-29.seg38.4	ParlaMint-IS_2022-04-29.u24	s	English	Negative	negative	0.287	1	21	23	2	
ParlaMint-IS_2022-04-29.seg38.5	ParlaMint-IS_2022-04-29.u24	s	English	Neutral	neutral negative	2.459	1	28	32	0	
ParlaMint-IS_2022-04-29.seg38.6	ParlaMint-IS_2022-04-29.u24	s	English	Neutral	neutral positive	3.084	1	35	38	4	
ParlaMint-IS_2022-04-29.seg38.7	ParlaMint-IS_2022-04-29.u24	s	English	Neutral	neutral positive	2.855	1	11	12	0	
ParlaMint-IS_2022-04-29.seg38.8	ParlaMint-IS_2022-04-29.u24	s	English	Neutral	neutral positive	3.292	1	10	11	0	
ParlaMint-IS_2022-04-29.seg38.9	ParlaMint-IS_2022-04-29.u24	s	English	Neutral	neutral positive	3.326	1	7	8	0	
ParlaMint-IS_2022-04-29.seg38.10	ParlaMint-IS_2022-04-29.u24	s	English	Neutral	neutral positive	2.999	1	38	40	1	
ParlaMint-IS_2022-04-29.seg39.1	ParlaMint-IS_2022-04-29.u24	s	English	Neutral	neutral positive	3.418	1	13	16	0	
ParlaMint-IS_2022-04-29.seg39.2	ParlaMint-IS_2022-04-29.u24	s	English	Neutral	neutral positive	3.028	1	11	12	0	
ParlaMint-IS_2022-04-29.seg39.3	ParlaMint-IS_2022-04-29.u24	s	English	Positive	positive	4.645	1	56	63	1	
ParlaMint-IS_2022-04-29.seg39.4	ParlaMint-IS_2022-04-29.u24	s	English	Negative	mixed negative	0.768	1	22	25	0	
ParlaMint-IS_2022-04-29.u25	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	13	182	204	4	
ParlaMint-IS_2022-04-29.seg40.1	ParlaMint-IS_2022-04-29.u25	s	English	Neutral	neutral positive	3.201	1	1	2	0	
ParlaMint-IS_2022-04-29.seg40.2	ParlaMint-IS_2022-04-29.u25	s	English	Positive	positive	4.686	1	8	10	0	
ParlaMint-IS_2022-04-29.seg40.3	ParlaMint-IS_2022-04-29.u25	s	English	Positive	mixed positive	3.688	1	21	24	0	
ParlaMint-IS_2022-04-29.seg40.4	ParlaMint-IS_2022-04-29.u25	s	English	Neutral	neutral positive	3.022	1	6	7	0	
ParlaMint-IS_2022-04-29.seg40.5	ParlaMint-IS_2022-04-29.u25	s	English	Negative	mixed negative	0.502	1	17	20	0	
ParlaMint-IS_2022-04-29.seg40.6	ParlaMint-IS_2022-04-29.u25	s	English	Neutral	neutral negative	2.419	1	7	8	0	
ParlaMint-IS_2022-04-29.seg40.7	ParlaMint-IS_2022-04-29.u25	s	English	Negative	mixed negative	1.364	1	7	8	0	
ParlaMint-IS_2022-04-29.seg40.8	ParlaMint-IS_2022-04-29.u25	s	English	Negative	negative	0.357	1	27	30	1	
ParlaMint-IS_2022-04-29.seg40.9	ParlaMint-IS_2022-04-29.u25	s	English	Neutral	neutral positive	3.081	1	7	8	0	
ParlaMint-IS_2022-04-29.seg40.10	ParlaMint-IS_2022-04-29.u25	s	English	Negative	mixed negative	0.697	1	21	23	2	
ParlaMint-IS_2022-04-29.seg40.11	ParlaMint-IS_2022-04-29.u25	s	English	Neutral	neutral negative	2.230	1	25	27	1	
ParlaMint-IS_2022-04-29.seg40.12	ParlaMint-IS_2022-04-29.u25	s	English	Negative	mixed negative	1.159	1	21	22	0	
ParlaMint-IS_2022-04-29.seg40.13	ParlaMint-IS_2022-04-29.u25	s	English	Negative	negative	0.317	1	14	15	0	
ParlaMint-IS_2022-04-29.u26	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	1	26	31	2	
ParlaMint-IS_2022-04-29.seg41.1	ParlaMint-IS_2022-04-29.u26	s	English	Neutral	neutral negative	2.020	1	26	31	2	
ParlaMint-IS_2022-04-29.u27	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	7	146	164	4	
ParlaMint-IS_2022-04-29.seg42.1	ParlaMint-IS_2022-04-29.u27	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg42.2	ParlaMint-IS_2022-04-29.u27	s	English	Neutral	neutral negative	2.404	1	25	28	1	
ParlaMint-IS_2022-04-29.seg42.3	ParlaMint-IS_2022-04-29.u27	s	English	Negative	negative	0.348	1	18	20	0	
ParlaMint-IS_2022-04-29.seg42.4	ParlaMint-IS_2022-04-29.u27	s	English	Negative	negative	0.163	1	29	34	0	
ParlaMint-IS_2022-04-29.seg42.5	ParlaMint-IS_2022-04-29.u27	s	English	Neutral	neutral negative	2.463	1	17	19	0	
ParlaMint-IS_2022-04-29.seg42.6	ParlaMint-IS_2022-04-29.u27	s	English	Neutral	neutral negative	2.077	1	20	23	2	
ParlaMint-IS_2022-04-29.seg42.7	ParlaMint-IS_2022-04-29.u27	s	English	Neutral	neutral positive	3.123	1	34	36	1	
ParlaMint-IS_2022-04-29.u28	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	13	209	242	3	
ParlaMint-IS_2022-04-29.seg43.1	ParlaMint-IS_2022-04-29.u28	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-04-29.seg43.2	ParlaMint-IS_2022-04-29.u28	s	English	Negative	negative	0.370	1	20	23	0	
ParlaMint-IS_2022-04-29.seg43.3	ParlaMint-IS_2022-04-29.u28	s	English	Negative	negative	0.447	1	15	20	0	
ParlaMint-IS_2022-04-29.seg43.4	ParlaMint-IS_2022-04-29.u28	s	English	Neutral	neutral positive	3.188	1	13	14	0	
ParlaMint-IS_2022-04-29.seg43.5	ParlaMint-IS_2022-04-29.u28	s	English	Negative	mixed negative	0.902	1	9	10	0	
ParlaMint-IS_2022-04-29.seg43.6	ParlaMint-IS_2022-04-29.u28	s	English	Negative	mixed negative	0.790	1	6	7	0	
ParlaMint-IS_2022-04-29.seg43.7	ParlaMint-IS_2022-04-29.u28	s	English	Neutral	neutral positive	2.950	1	27	31	0	
ParlaMint-IS_2022-04-29.seg43.8	ParlaMint-IS_2022-04-29.u28	s	English	Neutral	neutral negative	2.022	1	22	24	0	
ParlaMint-IS_2022-04-29.seg44.1	ParlaMint-IS_2022-04-29.u28	s	English	Neutral	neutral negative	2.445	1	16	20	0	
ParlaMint-IS_2022-04-29.seg44.2	ParlaMint-IS_2022-04-29.u28	s	English	Negative	mixed negative	1.031	1	15	17	0	
ParlaMint-IS_2022-04-29.seg44.3	ParlaMint-IS_2022-04-29.u28	s	English	Neutral	neutral negative	2.492	1	12	15	1	
ParlaMint-IS_2022-04-29.seg44.4	ParlaMint-IS_2022-04-29.u28	s	English	Neutral	neutral negative	1.532	1	27	28	1	
ParlaMint-IS_2022-04-29.seg44.5	ParlaMint-IS_2022-04-29.u28	s	English	Negative	negative	0.294	1	25	30	1	
ParlaMint-IS_2022-04-29.u29	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	20	322	370	5	
ParlaMint-IS_2022-04-29.seg45.1	ParlaMint-IS_2022-04-29.u29	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg45.2	ParlaMint-IS_2022-04-29.u29	s	English	Positive	positive	4.925	1	10	12	0	
ParlaMint-IS_2022-04-29.seg45.3	ParlaMint-IS_2022-04-29.u29	s	English	Neutral	neutral positive	3.040	1	10	11	1	
ParlaMint-IS_2022-04-29.seg45.4	ParlaMint-IS_2022-04-29.u29	s	English	Negative	mixed negative	0.710	1	9	10	0	
ParlaMint-IS_2022-04-29.seg45.5	ParlaMint-IS_2022-04-29.u29	s	English	Positive	mixed positive	3.607	1	44	51	0	
ParlaMint-IS_2022-04-29.seg45.6	ParlaMint-IS_2022-04-29.u29	s	English	Neutral	neutral positive	3.238	1	25	27	0	
ParlaMint-IS_2022-04-29.seg45.7	ParlaMint-IS_2022-04-29.u29	s	English	Neutral	neutral positive	3.254	1	6	7	0	
ParlaMint-IS_2022-04-29.seg45.8	ParlaMint-IS_2022-04-29.u29	s	English	Positive	positive	5.035	1	9	11	0	
ParlaMint-IS_2022-04-29.seg45.9	ParlaMint-IS_2022-04-29.u29	s	English	Positive	mixed positive	4.277	1	21	26	0	
ParlaMint-IS_2022-04-29.seg45.10	ParlaMint-IS_2022-04-29.u29	s	English	Neutral	neutral negative	1.667	1	31	35	1	
ParlaMint-IS_2022-04-29.seg45.11	ParlaMint-IS_2022-04-29.u29	s	English	Neutral	neutral positive	2.843	1	6	7	0	
ParlaMint-IS_2022-04-29.seg45.12	ParlaMint-IS_2022-04-29.u29	s	English	Positive	mixed positive	4.430	1	24	27	0	
ParlaMint-IS_2022-04-29.seg45.13	ParlaMint-IS_2022-04-29.u29	s	English	Negative	mixed negative	0.874	1	6	7	1	
ParlaMint-IS_2022-04-29.seg45.14	ParlaMint-IS_2022-04-29.u29	s	English	Negative	mixed negative	1.131	1	10	11	0	
ParlaMint-IS_2022-04-29.seg45.15	ParlaMint-IS_2022-04-29.u29	s	English	Negative	negative	0.408	1	29	31	0	
ParlaMint-IS_2022-04-29.seg45.16	ParlaMint-IS_2022-04-29.u29	s	English	Negative	mixed negative	1.023	1	12	15	1	
ParlaMint-IS_2022-04-29.seg46.1	ParlaMint-IS_2022-04-29.u29	s	English	Neutral	neutral positive	2.745	1	15	17	0	
ParlaMint-IS_2022-04-29.seg46.2	ParlaMint-IS_2022-04-29.u29	s	English	Negative	mixed negative	1.375	1	20	21	0	
ParlaMint-IS_2022-04-29.seg46.3	ParlaMint-IS_2022-04-29.u29	s	English	Negative	mixed negative	1.195	1	20	24	1	
ParlaMint-IS_2022-04-29.seg46.4	ParlaMint-IS_2022-04-29.u29	s	English	Neutral	neutral negative	2.299	1	12	16	0	
ParlaMint-IS_2022-04-29.u30	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	7	146	164	0	
ParlaMint-IS_2022-04-29.seg47.1	ParlaMint-IS_2022-04-29.u30	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-04-29.seg47.2	ParlaMint-IS_2022-04-29.u30	s	English	Positive	positive	4.569	1	9	11	0	
ParlaMint-IS_2022-04-29.seg47.3	ParlaMint-IS_2022-04-29.u30	s	English	Negative	mixed negative	1.124	1	18	19	0	
ParlaMint-IS_2022-04-29.seg47.4	ParlaMint-IS_2022-04-29.u30	s	English	Positive	positive	4.974	1	14	17	0	
ParlaMint-IS_2022-04-29.seg47.5	ParlaMint-IS_2022-04-29.u30	s	English	Negative	mixed negative	0.611	1	45	50	0	
ParlaMint-IS_2022-04-29.seg47.6	ParlaMint-IS_2022-04-29.u30	s	English	Neutral	neutral positive	2.978	1	11	14	0	
ParlaMint-IS_2022-04-29.seg47.7	ParlaMint-IS_2022-04-29.u30	s	English	Neutral	neutral negative	2.387	1	47	50	0	
ParlaMint-IS_2022-04-29.u31	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	6	192	211	2	
ParlaMint-IS_2022-04-29.seg48.1	ParlaMint-IS_2022-04-29.u31	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg48.2	ParlaMint-IS_2022-04-29.u31	s	English	Neutral	neutral positive	2.909	1	32	37	0	
ParlaMint-IS_2022-04-29.seg48.3	ParlaMint-IS_2022-04-29.u31	s	English	Positive	mixed positive	3.694	1	71	76	2	
ParlaMint-IS_2022-04-29.seg48.4	ParlaMint-IS_2022-04-29.u31	s	English	Neutral	neutral positive	2.775	1	11	12	0	
ParlaMint-IS_2022-04-29.seg48.5	ParlaMint-IS_2022-04-29.u31	s	English	Negative	negative	0.385	1	40	43	0	
ParlaMint-IS_2022-04-29.seg48.6	ParlaMint-IS_2022-04-29.u31	s	English	Neutral	neutral positive	2.730	1	35	39	0	
ParlaMint-IS_2022-04-29.u32	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	7	171	191	9	
ParlaMint-IS_2022-04-29.seg49.1	ParlaMint-IS_2022-04-29.u32	s	English	Neutral	neutral positive	3.366	1	2	3	0	
ParlaMint-IS_2022-04-29.seg49.2	ParlaMint-IS_2022-04-29.u32	s	English	Negative	negative	0.099	1	25	29	0	
ParlaMint-IS_2022-04-29.seg49.3	ParlaMint-IS_2022-04-29.u32	s	English	Negative	mixed negative	1.128	1	8	9	0	
ParlaMint-IS_2022-04-29.seg49.4	ParlaMint-IS_2022-04-29.u32	s	English	Negative	mixed negative	0.665	1	40	42	3	
ParlaMint-IS_2022-04-29.seg49.5	ParlaMint-IS_2022-04-29.u32	s	English	Neutral	neutral positive	3.107	1	4	5	0	
ParlaMint-IS_2022-04-29.seg49.6	ParlaMint-IS_2022-04-29.u32	s	English	Negative	negative	0.124	1	28	32	0	
ParlaMint-IS_2022-04-29.seg49.7	ParlaMint-IS_2022-04-29.u32	s	English	Negative	mixed negative	0.584	1	64	71	6	
ParlaMint-IS_2022-04-29.u33	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	7	233	257	8	
ParlaMint-IS_2022-04-29.seg50.1	ParlaMint-IS_2022-04-29.u33	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg50.2	ParlaMint-IS_2022-04-29.u33	s	English	Negative	negative	0.223	1	13	15	0	
ParlaMint-IS_2022-04-29.seg50.3	ParlaMint-IS_2022-04-29.u33	s	English	Negative	negative	0.100	1	41	43	1	
ParlaMint-IS_2022-04-29.seg50.4	ParlaMint-IS_2022-04-29.u33	s	English	Negative	mixed negative	1.168	1	29	32	1	
ParlaMint-IS_2022-04-29.seg50.5	ParlaMint-IS_2022-04-29.u33	s	English	Negative	negative	0.157	1	34	38	3	
ParlaMint-IS_2022-04-29.seg50.6	ParlaMint-IS_2022-04-29.u33	s	English	Negative	negative	0.156	1	91	99	2	
ParlaMint-IS_2022-04-29.seg50.7	ParlaMint-IS_2022-04-29.u33	s	English	Negative	negative	0.257	1	22	26	1	
ParlaMint-IS_2022-04-29.u34	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	1	23	26	0	
ParlaMint-IS_2022-04-29.seg51.1	ParlaMint-IS_2022-04-29.u34	s	English	Negative	negative	0.372	1	23	26	0	
ParlaMint-IS_2022-04-29.u35	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	6	129	144	1	
ParlaMint-IS_2022-04-29.seg52.1	ParlaMint-IS_2022-04-29.u35	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-04-29.seg52.2	ParlaMint-IS_2022-04-29.u35	s	English	Neutral	neutral positive	2.936	1	13	15	0	
ParlaMint-IS_2022-04-29.seg52.3	ParlaMint-IS_2022-04-29.u35	s	English	Positive	positive	5.314	1	26	29	1	
ParlaMint-IS_2022-04-29.seg52.4	ParlaMint-IS_2022-04-29.u35	s	English	Positive	positive	4.777	1	23	26	0	
ParlaMint-IS_2022-04-29.seg52.5	ParlaMint-IS_2022-04-29.u35	s	English	Negative	negative	0.135	1	47	52	0	
ParlaMint-IS_2022-04-29.seg52.6	ParlaMint-IS_2022-04-29.u35	s	English	Negative	negative	0.215	1	17	18	0	
ParlaMint-IS_2022-04-29.u36	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	13	182	205	7	
ParlaMint-IS_2022-04-29.seg53.1	ParlaMint-IS_2022-04-29.u36	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg53.2	ParlaMint-IS_2022-04-29.u36	s	English	Neutral	neutral positive	3.032	1	44	49	2	
ParlaMint-IS_2022-04-29.seg53.3	ParlaMint-IS_2022-04-29.u36	s	English	Negative	negative	0.195	1	33	37	2	
ParlaMint-IS_2022-04-29.seg53.4	ParlaMint-IS_2022-04-29.u36	s	English	Negative	mixed negative	1.198	1	4	5	0	
ParlaMint-IS_2022-04-29.seg53.5	ParlaMint-IS_2022-04-29.u36	s	English	Negative	negative	0.446	1	19	20	2	
ParlaMint-IS_2022-04-29.seg53.6	ParlaMint-IS_2022-04-29.u36	s	English	Negative	mixed negative	1.465	1	8	9	0	
ParlaMint-IS_2022-04-29.seg53.7	ParlaMint-IS_2022-04-29.u36	s	English	Neutral	neutral positive	3.333	1	6	7	0	
ParlaMint-IS_2022-04-29.seg53.8	ParlaMint-IS_2022-04-29.u36	s	English	Neutral	neutral positive	2.672	1	20	21	0	
ParlaMint-IS_2022-04-29.seg53.9	ParlaMint-IS_2022-04-29.u36	s	English	Neutral	neutral negative	1.976	1	5	6	0	
ParlaMint-IS_2022-04-29.seg53.10	ParlaMint-IS_2022-04-29.u36	s	English	Negative	negative	0.248	1	7	9	0	
ParlaMint-IS_2022-04-29.seg53.11	ParlaMint-IS_2022-04-29.u36	s	English	Negative	negative	0.246	1	20	22	1	
ParlaMint-IS_2022-04-29.seg53.12	ParlaMint-IS_2022-04-29.u36	s	English	Negative	negative	0.185	1	10	12	0	
ParlaMint-IS_2022-04-29.seg53.13	ParlaMint-IS_2022-04-29.u36	s	English	Negative	negative	0.197	1	3	4	0	
ParlaMint-IS_2022-04-29.u37	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	13	200	227	0	
ParlaMint-IS_2022-04-29.seg54.1	ParlaMint-IS_2022-04-29.u37	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg54.2	ParlaMint-IS_2022-04-29.u37	s	English	Neutral	neutral negative	2.109	1	23	26	0	
ParlaMint-IS_2022-04-29.seg54.3	ParlaMint-IS_2022-04-29.u37	s	English	Negative	mixed negative	1.380	1	26	27	0	
ParlaMint-IS_2022-04-29.seg54.4	ParlaMint-IS_2022-04-29.u37	s	English	Negative	negative	0.145	1	23	26	0	
ParlaMint-IS_2022-04-29.seg54.5	ParlaMint-IS_2022-04-29.u37	s	English	Neutral	neutral positive	2.701	1	4	5	0	
ParlaMint-IS_2022-04-29.seg54.6	ParlaMint-IS_2022-04-29.u37	s	English	Neutral	neutral negative	1.532	1	19	23	0	
ParlaMint-IS_2022-04-29.seg54.7	ParlaMint-IS_2022-04-29.u37	s	English	Negative	negative	0.286	1	32	34	0	
ParlaMint-IS_2022-04-29.seg54.8	ParlaMint-IS_2022-04-29.u37	s	English	Neutral	neutral negative	2.071	1	10	12	0	
ParlaMint-IS_2022-04-29.seg54.9	ParlaMint-IS_2022-04-29.u37	s	English	Negative	negative	0.379	1	14	15	0	
ParlaMint-IS_2022-04-29.seg54.10	ParlaMint-IS_2022-04-29.u37	s	English	Neutral	neutral negative	1.622	1	4	5	0	
ParlaMint-IS_2022-04-29.seg54.11	ParlaMint-IS_2022-04-29.u37	s	English	Negative	negative	0.454	1	4	5	0	
ParlaMint-IS_2022-04-29.seg54.12	ParlaMint-IS_2022-04-29.u37	s	English	Negative	negative	0.298	1	3	4	0	
ParlaMint-IS_2022-04-29.seg54.13	ParlaMint-IS_2022-04-29.u37	s	English	Negative	negative	0.075	1	35	41	0	
ParlaMint-IS_2022-04-29.u38	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	8	147	164	7	
ParlaMint-IS_2022-04-29.seg55.1	ParlaMint-IS_2022-04-29.u38	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-04-29.seg55.2	ParlaMint-IS_2022-04-29.u38	s	English	Negative	negative	0.240	1	52	57	2	
ParlaMint-IS_2022-04-29.seg55.3	ParlaMint-IS_2022-04-29.u38	s	English	Negative	mixed negative	0.552	1	25	27	2	
ParlaMint-IS_2022-04-29.seg55.4	ParlaMint-IS_2022-04-29.u38	s	English	Negative	negative	0.346	1	15	17	1	
ParlaMint-IS_2022-04-29.seg55.5	ParlaMint-IS_2022-04-29.u38	s	English	Negative	mixed negative	1.492	1	18	19	1	
ParlaMint-IS_2022-04-29.seg55.6	ParlaMint-IS_2022-04-29.u38	s	English	Negative	negative	0.480	1	6	8	0	
ParlaMint-IS_2022-04-29.seg55.7	ParlaMint-IS_2022-04-29.u38	s	English	Negative	mixed negative	1.194	1	3	4	0	
ParlaMint-IS_2022-04-29.seg55.8	ParlaMint-IS_2022-04-29.u38	s	English	Negative	mixed negative	0.785	1	26	29	1	
ParlaMint-IS_2022-04-29.u39	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	9	129	153	1	
ParlaMint-IS_2022-04-29.seg56.1	ParlaMint-IS_2022-04-29.u39	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg56.2	ParlaMint-IS_2022-04-29.u39	s	English	Neutral	neutral negative	1.929	1	14	16	0	
ParlaMint-IS_2022-04-29.seg56.3	ParlaMint-IS_2022-04-29.u39	s	English	Neutral	neutral negative	2.340	1	26	30	1	
ParlaMint-IS_2022-04-29.seg56.4	ParlaMint-IS_2022-04-29.u39	s	English	Negative	negative	0.420	1	11	12	0	
ParlaMint-IS_2022-04-29.seg56.5	ParlaMint-IS_2022-04-29.u39	s	English	Neutral	neutral negative	2.363	1	4	5	0	
ParlaMint-IS_2022-04-29.seg56.6	ParlaMint-IS_2022-04-29.u39	s	English	Neutral	neutral positive	3.413	1	45	54	0	
ParlaMint-IS_2022-04-29.seg56.7	ParlaMint-IS_2022-04-29.u39	s	English	Negative	mixed negative	1.054	1	11	12	0	
ParlaMint-IS_2022-04-29.seg56.8	ParlaMint-IS_2022-04-29.u39	s	English	Negative	mixed negative	0.936	1	5	7	0	
ParlaMint-IS_2022-04-29.seg56.9	ParlaMint-IS_2022-04-29.u39	s	English	Neutral	neutral positive	3.152	1	10	13	0	
ParlaMint-IS_2022-04-29.u40	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	7	155	170	3	
ParlaMint-IS_2022-04-29.seg57.1	ParlaMint-IS_2022-04-29.u40	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-04-29.seg57.2	ParlaMint-IS_2022-04-29.u40	s	English	Negative	negative	0.302	1	32	35	3	
ParlaMint-IS_2022-04-29.seg57.3	ParlaMint-IS_2022-04-29.u40	s	English	Negative	mixed negative	0.790	1	12	13	0	
ParlaMint-IS_2022-04-29.seg57.4	ParlaMint-IS_2022-04-29.u40	s	English	Negative	mixed negative	0.540	1	57	62	0	
ParlaMint-IS_2022-04-29.seg57.5	ParlaMint-IS_2022-04-29.u40	s	English	Negative	negative	0.130	1	4	5	0	
ParlaMint-IS_2022-04-29.seg57.6	ParlaMint-IS_2022-04-29.u40	s	English	Negative	negative	0.284	1	31	34	0	
ParlaMint-IS_2022-04-29.seg57.7	ParlaMint-IS_2022-04-29.u40	s	English	Negative	negative	0.153	1	16	17	0	
ParlaMint-IS_2022-04-29.u41	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	10	160	180	0	
ParlaMint-IS_2022-04-29.seg58.1	ParlaMint-IS_2022-04-29.u41	s	English	Neutral	neutral positive	3.201	1	1	2	0	
ParlaMint-IS_2022-04-29.seg58.2	ParlaMint-IS_2022-04-29.u41	s	English	Negative	mixed negative	0.991	1	13	15	0	
ParlaMint-IS_2022-04-29.seg58.3	ParlaMint-IS_2022-04-29.u41	s	English	Negative	mixed negative	0.737	1	16	19	0	
